feature_id,symb,num,length
ENSG00000132906,CASP9,18,5269
ENSG00000116138,DNAJC16,13,8563
ENSG00000251866,SCARNA21B,1,140
ENSG00000272510,ENSG00000272510.1,1,346
ENSG00000116771,AGMAT,6,3095
ENSG00000237301,ENSG00000237301.1,1,2845
ENSG00000235084,CHCHD2P6,3,447
ENSG00000252417,RNU7-179P,1,68
ENSG00000236500,CD24P1,1,225
ENSG00000197312,DDI2,13,12178
ENSG00000215695,RSC1A1,2,2321
ENSG00000271742,ENSG00000271742.1,1,256
ENSG00000116786,PLEKHM2,13,4134
ENSG00000237938,ENSG00000237938.5,5,1533
ENSG00000162461,SLC25A34,8,3338
ENSG00000224459,SLC25A34-AS1,2,642
ENSG00000162460,TMEM82,7,1443
ENSG00000162458,FBLIM1,13,4351
ENSG00000224321,RPL12P14,1,490
ENSG00000233954,UQCRHL,7,2180
ENSG00000178715,ENSG00000178715.8,8,438
ENSG00000179743,SPEN-AS1,4,2473
ENSG00000065526,SPEN,13,15120
ENSG00000270620,ENSG00000270620.1,1,211
ENSG00000116809,ZBTB17,12,4240
ENSG00000234607,ENSG00000234607.2,2,563
ENSG00000231353,ENSG00000231353.1,1,260
ENSG00000275503,ENSG00000275503.1,1,236
ENSG00000224966,TBC1D3P6,4,962
ENSG00000183888,SRARP,4,3039
ENSG00000233078,ENSG00000233078.1,1,466
ENSG00000173641,HSPB7,18,3193
ENSG00000186510,CLCNKA,12,3476
ENSG00000232456,FAM131C2P,1,704
ENSG00000184908,CLCNKB,20,5887
ENSG00000185519,FAM131C,9,1720
ENSG00000142627,EPHA2,13,4141
ENSG00000227959,EPHA2-AS1,2,1758
ENSG00000224621,ENSG00000224621.1,1,544
ENSG00000234166,ARHGEF19-AS1,1,439
ENSG00000142632,ARHGEF19,17,3788
ENSG00000291077,ENSG00000291077.1,1,1002
ENSG00000237276,ANO7L1,10,1720
ENSG00000288398,ENSG00000288398.1,1,2662
ENSG00000132881,CPLANE2,12,1574
ENSG00000233929,MT1XP1,1,186
ENSG00000037637,FBXO42,11,9009
ENSG00000055070,SZRD1,17,4742
ENSG00000226457,RPL22P3,1,381
ENSG00000187144,SPATA21,11,4506
ENSG00000157191,NECAP2,20,5510
ENSG00000226029,LINC01772,1,3245
ENSG00000290842,CROCCP3_ENSG00000290842,1,6811
ENSG00000080947,CROCCP3_ENSG00000080947,16,2039
ENSG00000206652,RNU1-1,1,164
ENSG00000261135,ENSG00000261135.1,1,1110
ENSG00000285853,ENSG00000285853.1,1,1558
ENSG00000224174,ENSG00000224174.2,2,327
ENSG00000233421,LINC01783,5,1548
ENSG00000277344,RNU1-6P,1,144
ENSG00000225710,PDE4DIPP8,1,882
ENSG00000219481,NBPF1,11,12212
ENSG00000271732,ENSG00000271732.1,1,339
ENSG00000291072,CROCCP2_ENSG00000291072,1,4899
ENSG00000215908,CROCCP2_ENSG00000215908,12,2773
ENSG00000283773,ENSG00000283773.1,1,166
ENSG00000186301,MST1P2,8,2291
ENSG00000282143,ENSG00000282143.1,1,817
ENSG00000207513,RNU1-3,1,164
ENSG00000280114,ENSG00000280114.1,1,1351
ENSG00000236698,EIF1AXP1,1,435
ENSG00000290849,ENSG00000290849.1,1,571
ENSG00000268869,ESPNP,7,4362
ENSG00000279151,ENSG00000279151.1,1,406
ENSG00000282740,ENSG00000282740.1,1,819
ENSG00000058453,CROCC,17,8875
ENSG00000290850,ENSG00000290850.1,1,573
ENSG00000207389,RNU1-4,1,164
ENSG00000227684,CROCCP4,3,498
ENSG00000290851,ENSG00000290851.1,1,5298
ENSG00000186715,MST1L,12,2185
ENSG00000223643,ENSG00000223643.6,6,837
ENSG00000230239,PDE4DIPP9,1,882
ENSG00000263811,MIR3675,1,73
ENSG00000228549,ENSG00000228549.5,5,3293
ENSG00000277234,RNU1-5P,1,144
ENSG00000238142,ENSG00000238142.4,4,2149
ENSG00000235241,ENSG00000235241.1,1,508
ENSG00000207005,RNU1-2,1,164
ENSG00000272426,ENSG00000272426.1,1,438
ENSG00000290122,ENSG00000290122.1,1,198
ENSG00000117122,MFAP2,14,2712
ENSG00000286898,ENSG00000286898.1,1,385
ENSG00000226526,ENSG00000226526.1,1,636
ENSG00000159363,ATP13A2,19,5253
ENSG00000288636,ENSG00000288636.1,1,312
ENSG00000117118,SDHB,11,2445
ENSG00000117115,PADI2,13,6000
ENSG00000204362,LINC02783,6,4676
ENSG00000282843,ENSG00000282843.1,1,1228
ENSG00000142623,PADI1,11,4903
ENSG00000142619,PADI3,4,3189
ENSG00000266634,MIR3972,1,87
ENSG00000159339,PADI4,13,2971
ENSG00000276747,PADI6,1,2396
ENSG00000227751,RCC2-AS1,1,311
ENSG00000179051,RCC2,14,4079
ENSG00000290096,ENSG00000290096.1,1,143
ENSG00000074964,ARHGEF10L,17,7954
ENSG00000236648,LINC02810,2,1328
ENSG00000117148,ACTL8,8,1844
ENSG00000284653,ENSG00000284653.1,1,2013
ENSG00000261781,LINC01654,1,2471
ENSG00000117154,IGSF21,12,3033
ENSG00000280222,ENSG00000280222.1,1,6473
ENSG00000230035,IGSF21-AS1,2,430
ENSG00000225387,ENSG00000225387.1,1,491
ENSG00000179023,KLHDC7A,9,5045
ENSG00000235282,DYNLL1P3,3,266
ENSG00000225478,ENSG00000225478.2,2,223
ENSG00000009709,PAX7,12,6473
ENSG00000179002,TAS1R2,6,2520
ENSG00000159423,ALDH4A1,17,3632
ENSG00000265606,MIR4695,1,74
ENSG00000221662,MIR1290,1,78
ENSG00000169991,IFFO2,11,6179
ENSG00000272084,ENSG00000272084.1,1,3402
ENSG00000127481,UBR4,15,24661
ENSG00000230424,EMC1-AS1,3,763
ENSG00000127463,EMC1,16,15030
ENSG00000053372,MRTO4,5,2556
ENSG00000286064,ENSG00000286064.1,1,339
ENSG00000211454,AKR7L,16,2768
ENSG00000162482,AKR7A3,5,1215
ENSG00000270728,ENSG00000270728.1,1,525
ENSG00000053371,AKR7A2,13,1779
ENSG00000200403,RNU6-1099P,1,107
ENSG00000040487,SLC66A1,13,2686
ENSG00000077549,CAPZB,19,19094
ENSG00000240490,RN7SL277P,3,288
ENSG00000173436,MICOS10,15,5480
ENSG00000201609,RNU4-28P,1,141
ENSG00000235185,MICOS10-DT,1,207
ENSG00000158747,NBL1,15,3448
ENSG00000270136,MICOS10-NBL1,6,1276
ENSG00000226396,ENSG00000226396.1,1,455
ENSG00000158748,HTR6,4,3800
ENSG00000162542,TMCO4,14,4027
ENSG00000178828,RNF186,7,1255
ENSG00000235434,RNF186-AS1,1,447
ENSG00000169914,OTUD3,6,6885
ENSG00000188784,PLA2G2E,4,785
ENSG00000242688,RN7SL304P,3,301
ENSG00000188257,PLA2G2A,12,1632
ENSG00000127472,PLA2G5,11,3342
ENSG00000117215,PLA2G2D,15,2681
ENSG00000158786,PLA2G2F,5,6438
ENSG00000227066,ENSG00000227066.2,2,2930
ENSG00000187980,PLA2G2C,7,3855
ENSG00000162543,UBXN10,6,5562
ENSG00000228105,LINC01757,2,646
ENSG00000284710,ENSG00000284710.1,1,1639
ENSG00000158816,VWA5B1,16,11045
ENSG00000226664,ENSG00000226664.1,1,229
ENSG00000236963,LINC01141,9,4734
ENSG00000226487,ENSG00000226487.1,1,376
ENSG00000284641,ENSG00000284641.1,1,1340
ENSG00000284743,ENSG00000284743.1,1,674
ENSG00000162545,CAMK2N1,6,2605
ENSG00000289402,ENSG00000289402.2,2,759
ENSG00000090432,MUL1,7,2428
ENSG00000215520,RPS4XP4,3,763
ENSG00000183114,FAM43B,8,2448
ENSG00000158825,CDA,6,820
ENSG00000158828,PINK1,8,4833
ENSG00000284005,MIR6084,1,110
ENSG00000117242,PINK1-AS,7,4443
ENSG00000244038,DDOST,11,2721
ENSG00000117245,KIF17,13,4470
ENSG00000235432,ENSG00000235432.1,1,479
ENSG00000189410,SH2D5,12,4487
ENSG00000233069,ENSG00000233069.1,1,299
ENSG00000127483,HP1BP3,19,9815
ENSG00000075151,EIF4G3,24,11885
ENSG00000251914,RNU7-200P,1,62
ENSG00000221808,MIR1256,1,119
ENSG00000233072,RPS15AP6,1,385
ENSG00000236073,ENSG00000236073.2,2,115
ENSG00000235112,HSPE1P27,1,296
ENSG00000287192,ENSG00000287192.1,1,1111
ENSG00000117298,ECE1,16,7308
ENSG00000236936,ENSG00000236936.1,1,723
ENSG00000231105,ECE1-AS1,2,2579
ENSG00000236216,PPP1R11P1,5,376
ENSG00000228823,PDE4DIPP10,1,649
ENSG00000236009,ENSG00000236009.1,1,761
ENSG00000227001,NBPF2P,3,661
ENSG00000187952,HS6ST1P1,9,1234
ENSG00000186543,CROCCP5,7,830
ENSG00000142794,NBPF3,19,6812
ENSG00000176378,PFN1P10,8,327
ENSG00000162551,ALPL,14,2980
ENSG00000289715,ENSG00000289715.1,1,144
ENSG00000233431,LINC02596,1,821
ENSG00000076864,RAP1GAP,21,5743
ENSG00000090686,USP48,16,9497
ENSG00000231978,ENSG00000231978.2,2,307
ENSG00000187942,LDLRAD2,12,4494
ENSG00000142798,HSPG2,20,18118
ENSG00000232037,RPL21P29,3,483
ENSG00000283234,ENSG00000283234.1,1,1162
ENSG00000219073,CELA3B,8,1540
ENSG00000285959,ENSG00000285959.1,1,1611
ENSG00000273610,RN7SL386P,1,297
ENSG00000201919,RNU6-1022P,1,104
ENSG00000142789,CELA3A,20,1226
ENSG00000278124,RN7SL186P,1,297
ENSG00000201273,RNU6-776P,1,104
ENSG00000228397,LINC01635,3,1588
ENSG00000218510,LINC00339,9,3764
ENSG00000289694,ENSG00000289694.1,1,3897
ENSG00000285752,CDC42-AS1,1,2574
ENSG00000285794,ENSG00000285794.1,1,222
ENSG00000070831,CDC42,18,24398
ENSG00000230068,CDC42-IT1,2,692
ENSG00000271428,MPHOSPH6P1,1,488
ENSG00000162552,WNT4,15,4650
ENSG00000285873,ENSG00000285873.1,1,811
ENSG00000266564,MIR4418,1,62
ENSG00000234397,PPIAP34,3,492
ENSG00000279625,ENSG00000279625.1,1,1853
ENSG00000184677,ZBTB40,18,9169
ENSG00000237200,ZBTB40-IT1,1,273
ENSG00000070886,EPHA8,12,5434
ENSG00000276835,MIR6127,2,109
ENSG00000173372,C1QA,18,2640
ENSG00000289692,ENSG00000289692.1,1,833
ENSG00000159189,C1QC,13,1736
ENSG00000173369,C1QB,18,2327
ENSG00000133216,EPHB2,17,12516
ENSG00000265422,MIR4684,1,82
ENSG00000225952,ENSG00000225952.1,1,480
ENSG00000264014,MIR4253,1,68
ENSG00000215906,LACTBL1,9,1950
ENSG00000227868,TEX46,7,794
ENSG00000004487,KDM1A,18,18325
ENSG00000240553,ENSG00000240553.1,1,666
ENSG00000263793,MIR3115,1,68
ENSG00000266802,ENSG00000266802.1,1,77
ENSG00000169641,LUZP1,15,9651
ENSG00000229010,ENSG00000229010.1,1,818
ENSG00000206935,RNU6-514P,1,107
ENSG00000252578,RNU6-135P,1,101
ENSG00000289014,ENSG00000289014.1,1,792
ENSG00000179546,HTR1D,5,3319
ENSG00000215381,RPL29P6,3,460
ENSG00000261326,LINC01355,4,6182
ENSG00000284726,ENSG00000284726.1,1,604
ENSG00000125944,HNRNPR,21,8704
ENSG00000125945,ZNF436,15,4786
ENSG00000249087,ZNF436-AS1,9,2901
ENSG00000201405,Y_RNA_ENSG00000201405,1,93
ENSG00000271420,ENSG00000271420.1,1,650
ENSG00000204219,TCEA3,11,3675
ENSG00000232482,ENSG00000232482.2,2,426
ENSG00000088280,ASAP3,20,4988
ENSG00000007968,E2F2,7,5462
ENSG00000235052,ENSG00000235052.1,1,456
ENSG00000117318,ID3,9,1496
ENSG00000285802,ENSG00000285802.1,1,1322
ENSG00000197880,MDS2,10,2203
ENSG00000229239,EEF1A1P48,2,1186
ENSG00000142676,RPL11,14,2659
ENSG00000236810,ELOA-AS1,8,3246
ENSG00000011007,ELOA,13,5348
ENSG00000057757,PITHD1,10,2173
ENSG00000289835,ENSG00000289835.1,1,269
ENSG00000011009,LYPLA2,11,2021
ENSG00000117308,GALE,15,3955
ENSG00000117305,HMGCL,15,5628
ENSG00000179163,FUCA1,12,2043
ENSG00000188822,CNR2,8,5265
ENSG00000229106,BTBD6P1,1,1267
ENSG00000232557,ENSG00000232557.3,3,210
ENSG00000264926,MIR378F,1,78
ENSG00000230228,H3P1,2,368
ENSG00000189266,PNRC2,13,2763
ENSG00000188529,SRSF10,15,11860
ENSG00000215905,RPL36P5,4,328
ENSG00000225315,ENSG00000225315.2,2,454
ENSG00000142661,MYOM3,19,9214
ENSG00000230703,MYOM3-AS1,1,461
ENSG00000142677,IL22RA1,4,2817
ENSG00000185436,IFNLR1,12,4940
ENSG00000158055,GRHL3,17,4266
ENSG00000230023,LINC02800,2,1849
ENSG00000232298,GRHL3-AS1,2,856
ENSG00000001460,STPG1,18,8511
ENSG00000001461,NIPAL3,17,9396
ENSG00000288982,ENSG00000288982.1,1,378
ENSG00000286061,RCAN3AS,1,762
ENSG00000117602,RCAN3,13,7138
ENSG00000264443,NCMAP-DT,1,1445
ENSG00000184454,NCMAP,7,4146
ENSG00000227312,ENSG00000227312.2,2,348
ENSG00000239106,Y_RNA_ENSG00000239106,1,103
ENSG00000133226,SRRM1,19,7994
ENSG00000284699,ENSG00000284699.1,1,886
ENSG00000169504,CLIC4,15,4467
ENSG00000238482,RNU6-1208P,1,107
ENSG00000020633,RUNX3,19,4922
ENSG00000278034,MIR6731,1,72
ENSG00000229162,RUNX3-AS1,1,820
ENSG00000261025,ENSG00000261025.1,1,2443
ENSG00000264371,MIR4425,1,84
ENSG00000285823,LINC02793,1,1431
ENSG00000233755,ENSG00000233755.1,1,863
ENSG00000233419,IFITM3P7,3,402
ENSG00000231953,ENSG00000231953.2,2,988
ENSG00000117614,SYF2,10,3773
ENSG00000284602,ENSG00000284602.1,1,2190
ENSG00000284657,ENSG00000284657.1,1,760
ENSG00000117616,RSRP1,18,6730
ENSG00000272432,ENSG00000272432.1,1,485
ENSG00000261349,ENSG00000261349.1,1,459
ENSG00000187010,RHD,21,3313
ENSG00000224183,SDHDP6,1,480
ENSG00000259984,ENSG00000259984.1,1,459
ENSG00000183726,TMEM50A,11,3010
ENSG00000188672,RHCE,19,2433
ENSG00000238084,ENSG00000238084.4,4,478
ENSG00000204178,MACO1,11,3979
ENSG00000157978,LDLRAP1,12,5371
ENSG00000225643,ENSG00000225643.1,1,483
ENSG00000117643,MAN1C1,15,9702
ENSG00000233478,ENSG00000233478.1,1,2224
ENSG00000162430,SELENON,18,4403
ENSG00000255054,ENSG00000255054.3,3,792
ENSG00000228172,ENSG00000228172.5,5,2793
ENSG00000117640,MTFR1L,18,5797
ENSG00000272478,ENSG00000272478.1,1,222
ENSG00000127423,AUNIP,11,2408
ENSG00000236528,ENSG00000236528.3,3,1178
ENSG00000182749,PAQR7,6,3244
ENSG00000207302,Y_RNA_ENSG00000207302,1,110
ENSG00000117632,STMN1,23,6247
ENSG00000229786,SNRPFP2,1,251
ENSG00000223624,ENSG00000223624.1,1,140
ENSG00000283938,MIR3917,1,93
ENSG00000158006,PAFAH2,14,3795
ENSG00000207237,RNU6-110P,1,104
ENSG00000252190,ENSG00000252190.1,1,125
ENSG00000252691,ENSG00000252691.1,1,84
ENSG00000158008,EXTL1,10,4542
ENSG00000158014,SLC30A2,15,3483
ENSG00000284309,ENSG00000284309.1,1,941
ENSG00000158022,TRIM63,7,2576
ENSG00000175087,PDIK1L,10,4560
ENSG00000197245,FAM110D,6,2799
ENSG00000282872,C1orf232,2,1203
ENSG00000236782,ZNF593OS,8,2074
ENSG00000142684,ZNF593,9,732
ENSG00000142675,CNKSR1,18,3960
ENSG00000188782,CATSPER4,9,2030
ENSG00000236155,ZPLD2P,8,3349
ENSG00000278572,ENSG00000278572.1,1,899
ENSG00000130695,CEP85,16,5145
ENSG00000270733,ENSG00000270733.1,1,358
ENSG00000142669,SH3BGRL3,15,876
ENSG00000158062,UBXN11,21,4691
ENSG00000169442,CD52,9,934
ENSG00000176092,CRYBG2,17,6895
ENSG00000225854,ENSG00000225854.2,2,346
ENSG00000176083,ZNF683,18,2379
ENSG00000131914,LIN28A,11,3975
ENSG00000117682,DHDDS,18,7156
ENSG00000223583,RPL17P9,1,535
ENSG00000225891,DHDDS-AS1,2,1261
ENSG00000198830,HMGN2,12,3189
ENSG00000224129,DPPA2P2,1,897
ENSG00000117676,RPS6KA1,14,5884
ENSG00000238705,MIR1976,1,52
ENSG00000243905,RN7SL679P,3,304
ENSG00000252802,Y_RNA_ENSG00000252802,1,102
ENSG00000252429,RNU7-29P,2,64
ENSG00000289452,ENSG00000289452.1,1,204
ENSG00000229247,ENSG00000229247.2,2,238
ENSG00000238316,ENSG00000238316.1,1,104
ENSG00000235069,ENSG00000235069.2,2,235
ENSG00000260063,ENSG00000260063.1,1,2000
ENSG00000290006,ENSG00000290006.1,1,461
ENSG00000117713,ARID1A,21,15939
ENSG00000060642,PIGV,12,8084
ENSG00000241188,RN7SL165P,3,291
ENSG00000287810,ENSG00000287810.1,1,177
ENSG00000204160,ZDHHC18,12,5460
ENSG00000175793,SFN,12,1308
ENSG00000142751,GPN2,15,4966
ENSG00000226698,ENSG00000226698.1,1,306
ENSG00000289554,ENSG00000289554.1,1,1127
ENSG00000198746,GPATCH3,13,2226
ENSG00000090273,NUDC,14,2848
ENSG00000131910,NR0B2,5,1165
ENSG00000175707,KDF1,10,1855
ENSG00000172746,RPL12P13,6,497
ENSG00000224064,RPL32P6,1,397
ENSG00000225294,OSTCP2,1,444
ENSG00000253368,TRNP1,4,1979
ENSG00000158246,TENT5B,8,2382
ENSG00000090020,SLC9A1,11,6195
ENSG00000229985,ENSG00000229985.2,2,527
ENSG00000214973,CHCHD3P3,3,640
ENSG00000225159,NPM1P39,1,867
ENSG00000225990,SNRPEP7,2,220
ENSG00000224311,WDTC1-DT,1,379
ENSG00000142784,WDTC1,16,5911
ENSG00000252098,Y_RNA_ENSG00000252098,1,104
ENSG00000243659,ENSG00000243659.1,1,282
ENSG00000186501,TMEM222,15,4476
ENSG00000206888,RNU6-48P,1,107
ENSG00000241547,ACTG1P20,1,468
ENSG00000142765,SYTL1,18,5584
ENSG00000142733,MAP3K6,18,5507
ENSG00000142748,FCN3,14,2496
ENSG00000174950,CD164L2,11,1994
ENSG00000231207,ENSG00000231207.1,1,355
ENSG00000181773,GPR3,7,2137
ENSG00000158195,WASF2,11,5681
ENSG00000241169,ENSG00000241169.1,1,428
ENSG00000237429,ENSG00000237429.1,1,283
ENSG00000126705,AHDC1,15,8297
ENSG00000000938,FGR,13,3382
ENSG00000235912,ENSG00000235912.1,1,192
ENSG00000233975,LINC02574,2,1765
ENSG00000126709,IFI6,16,936
ENSG00000225886,ENSG00000225886.3,3,1651
ENSG00000206767,RNU6-949P,1,107
ENSG00000226662,CHMP1AP1,2,662
ENSG00000207095,RNU6-424P,1,105
ENSG00000287244,ENSG00000287244.1,1,935
ENSG00000009780,FAM76A,16,4046
ENSG00000231344,ENSG00000231344.1,1,349
ENSG00000230833,RPEP3,1,676
ENSG00000117758,STX12,14,3801
ENSG00000269971,ENSG00000269971.1,1,184
ENSG00000270031,ENSG00000270031.1,1,359
ENSG00000223062,RNU6-1245P,1,106
ENSG00000286433,ENSG00000286433.1,1,1471
ENSG00000117751,PPP1R8,18,2815
ENSG00000252947,SCARNA1,1,166
ENSG00000130775,THEMIS2,16,4621
ENSG00000117748,RPA2,10,1981
ENSG00000130768,SMPDL3B,15,2663
ENSG00000227050,ENSG00000227050.1,1,491
ENSG00000158156,XKR8,9,5180
ENSG00000158161,EYA3,16,6424
ENSG00000238231,ENSG00000238231.2,2,367
ENSG00000240750,RN7SL559P,3,297
ENSG00000228589,SPCS2P4,3,681
ENSG00000228943,ENSG00000228943.1,1,235
ENSG00000289576,ENSG00000289576.2,2,1142
ENSG00000214812,ARL8BP2,3,557
ENSG00000253005,RNU6-176P,1,105
ENSG00000169403,PTAFR,12,4208
ENSG00000126698,DNAJC8,11,2892
ENSG00000290123,ENSG00000290123.1,1,520
ENSG00000130770,ATP5IF1,18,2225
ENSG00000270605,ENSG00000270605.1,1,1945
ENSG00000271398,ENSG00000271398.1,1,425
ENSG00000130766,SESN2,5,3462
ENSG00000130772,MED18,14,2017
ENSG00000204138,PHACTR4,13,7317
ENSG00000206779,Y_RNA_ENSG00000206779,1,101
ENSG00000229820,DNAJC8P4,2,394
ENSG00000221216,RNU6ATAC27P,1,119
ENSG00000180198,RCC1,17,3888
ENSG00000242125,SNHG3,3,4088
ENSG00000274266,SNORA73A,1,206
ENSG00000200087,SNORA73B,1,204
ENSG00000231468,PRDX3P2,2,611
ENSG00000279443,ENSG00000279443.1,1,2083
ENSG00000180098,TRNAU1AP,9,4311
ENSG00000197989,SNHG12,15,4266
ENSG00000221539,SNORD99,1,74
ENSG00000278274,SNORA61,1,130
ENSG00000273544,SNORA44,1,132
ENSG00000280498,SNORA16A_ENSG00000280498,1,135
ENSG00000274582,SNORA16A_ENSG00000274582,1,137
ENSG00000120656,TAF12,14,8610
ENSG00000188060,RAB42,8,2301
ENSG00000229388,TAF12-DT,1,978
ENSG00000270103,ENSG00000270103.3,3,131
ENSG00000274978,RNU11,1,134
ENSG00000162419,GMEB1,13,6413
ENSG00000252777,ENSG00000252777.1,1,130
ENSG00000289291,ENSG00000289291.1,1,1627
ENSG00000198492,YTHDF2,16,3729
ENSG00000116329,OPRD1,12,9317
ENSG00000233427,ENSG00000233427.1,1,1085
ENSG00000199756,Y_RNA_ENSG00000199756,1,110
ENSG00000159023,EPB41,23,19993
ENSG00000225616,ENSG00000225616.2,2,331
ENSG00000206704,Y_RNA_ENSG00000206704,1,101
ENSG00000277958,Metazoa_SRP_ENSG00000277958,1,282
ENSG00000253304,TMEM200B,2,2606
ENSG00000225750,ENSG00000225750.1,1,279
ENSG00000116350,SRSF4,18,8806
ENSG00000277916,ENSG00000277916.1,1,169
ENSG00000116353,MECR,16,4138
ENSG00000237934,ENSG00000237934.1,1,573
ENSG00000060656,PTPRU,20,6682
ENSG00000230523,LINC01756,1,2148
ENSG00000225011,ENSG00000225011.4,4,349
ENSG00000228176,ENSG00000228176.1,1,498
ENSG00000284676,ENSG00000284676.1,1,1953
ENSG00000270927,ENSG00000270927.1,1,493
ENSG00000233399,LINC01648,2,1519
ENSG00000233372,ENSG00000233372.1,1,551
ENSG00000231251,ENSG00000231251.1,1,93
ENSG00000236335,ENSG00000236335.1,1,507
ENSG00000231949,ENSG00000231949.1,1,481
ENSG00000289710,ENSG00000289710.1,1,171
ENSG00000162510,MATN1,6,4604
ENSG00000186056,MATN1-AS1,11,4024
ENSG00000287510,ENSG00000287510.1,1,1077
ENSG00000162511,LAPTM5,8,3228
ENSG00000264773,MIR4420,1,77
ENSG00000229607,ENSG00000229607.1,1,444
ENSG00000223382,LINC01778,6,2111
ENSG00000222784,RN7SKP91,1,288
ENSG00000235143,ENSG00000235143.1,1,1747
ENSG00000162512,SDC3,16,7065
ENSG00000266210,RN7SL371P,2,267
ENSG00000134644,PUM1,16,6621
ENSG00000237329,ENSG00000237329.2,2,507
ENSG00000232768,ENSG00000232768.1,1,163
ENSG00000215900,SELENOWP1,4,252
ENSG00000225142,RPL21P22,2,436
ENSG00000084628,NKAIN1,10,3320
ENSG00000060688,SNRNP40,13,3887
ENSG00000229447,ENSG00000229447.2,2,437
ENSG00000121766,ZCCHC17,16,1921
ENSG00000229044,ENSG00000229044.1,1,439
ENSG00000121769,FABP3,8,1398
ENSG00000168528,SERINC2,12,3452
ENSG00000215899,EEF1A1P46,3,1342
ENSG00000206981,RNU6-40P,1,107
ENSG00000260386,LDC1P,6,3555
ENSG00000265961,Y_RNA_ENSG00000265961,1,114
ENSG00000284543,LINC01226,1,9848
ENSG00000229167,ENSG00000229167.2,2,813
ENSG00000142910,TINAGL1,16,5281
ENSG00000121764,HCRTR1,12,2510
ENSG00000162517,PEF1,13,2223
ENSG00000235790,PEF1-AS1,7,2216
ENSG00000264078,ENSG00000264078.1,1,480
ENSG00000084636,COL16A1,18,9253
ENSG00000121753,ADGRB2,13,7756
ENSG00000266580,MIR4254,1,76
ENSG00000254545,ENSG00000254545.1,1,537
ENSG00000134668,SPOCD1,13,7056
ENSG00000203620,ENSG00000203620.2,2,2257
ENSG00000269967,ENSG00000269967.1,1,587
ENSG00000184007,PTP4A2,22,6708
ENSG00000288678,ENSG00000288678.2,2,120
ENSG00000228634,ENSG00000228634.1,1,517
ENSG00000284702,ENSG00000284702.1,1,1873
ENSG00000121774,KHDRBS1,18,3544
ENSG00000203325,ENSG00000203325.3,3,624
ENSG00000121775,TMEM39B,18,2787
ENSG00000266203,MIR5585,1,59
ENSG00000276493,Metazoa_SRP_ENSG00000276493,1,291
ENSG00000025800,KPNA6,14,7457
ENSG00000250135,ENSG00000250135.1,1,667
ENSG00000084652,TXLNA,16,5114
ENSG00000160050,CCDC28B,16,3873
ENSG00000224066,ENSG00000224066.1,1,1357
ENSG00000160051,IQCC,12,2463
ENSG00000222046,DCDC2B,3,1870
ENSG00000160055,TMEM234,20,3571
ENSG00000084623,EIF3I,12,9526
ENSG00000291132,ENSG00000291132.1,1,3496
ENSG00000220785,MTMR9LP,10,1545
ENSG00000290045,ENSG00000290045.1,1,1379
ENSG00000183615,FAM167B,6,947
ENSG00000182866,LCK,18,3332
ENSG00000277617,Metazoa_SRP_ENSG00000277617,1,260
ENSG00000252450,Y_RNA_ENSG00000252450,1,110
ENSG00000116478,HDAC1,12,3966
ENSG00000175130,MARCKSL1,7,1546
ENSG00000233775,ENSG00000233775.1,1,687
ENSG00000162526,TSSK3,7,1849
ENSG00000225828,FAM229A,2,2845
ENSG00000160058,BSDC1,19,6741
ENSG00000224333,GAPDHP20,1,1007
ENSG00000270850,ENSG00000270850.1,1,341
ENSG00000229259,LRRC37A12P,1,1801
ENSG00000263529,RN7SL122P,2,301
ENSG00000254553,ENSG00000254553.1,1,3447
ENSG00000273274,ZBTB8B,2,12831
ENSG00000160062,ZBTB8A,15,7077
ENSG00000176261,ZBTB8OS,16,3531
ENSG00000200591,Y_RNA_ENSG00000200591,1,102
ENSG00000162521,RBBP4,19,9470
ENSG00000162520,SYNC,15,3722
ENSG00000224409,ENSG00000224409.1,1,395
ENSG00000162522,KIAA1522,11,6020
ENSG00000134684,YARS1,13,9775
ENSG00000116497,S100PBP,18,9190
ENSG00000160097,FNDC5,21,3354
ENSG00000121905,HPCA,10,1964
ENSG00000121900,TMEM54,19,1417
ENSG00000287691,ENSG00000287691.1,1,575
ENSG00000116514,RNF19B,17,2734
ENSG00000278966,ENSG00000278966.2,2,911
ENSG00000217644,ENSG00000217644.5,5,526
ENSG00000239670,ENSG00000239670.1,1,863
ENSG00000236065,ENSG00000236065.2,2,1680
ENSG00000004455,AK2,18,17967
ENSG00000276645,Metazoa_SRP_ENSG00000276645,1,345
ENSG00000142920,AZIN2,18,9530
ENSG00000278997,ENSG00000278997.1,1,1360
ENSG00000116525,TRIM62,14,3976
ENSG00000279179,ENSG00000279179.1,1,3448
ENSG00000284721,ENSG00000284721.1,1,1947
ENSG00000160094,ZNF362,15,3384
ENSG00000270115,ENSG00000270115.1,1,469
ENSG00000184389,A3GALT2,9,1023
ENSG00000225313,ENSG00000225313.5,5,4015
ENSG00000134686,PHC2,21,5550
ENSG00000284154,MIR3605,1,100
ENSG00000222112,RN7SKP16,1,299
ENSG00000233246,PHC2-AS1,1,490
ENSG00000234512,TLR12P,1,2706
ENSG00000121903,ZSCAN20,15,10444
ENSG00000235907,ENSG00000235907.2,2,736
ENSG00000121904,CSMD2,19,18114
ENSG00000227000,HSPD1P14,2,1618
ENSG00000176256,HMGB4,11,2561
ENSG00000231163,CSMD2-AS1,6,2619
ENSG00000201148,RNA5SP42,1,115
